protest,FIPS,n,FIPS2
LFL,13187,1,13187
GRP,13187,1,13187
LFL,34027,1,34027
GRP,34027,1,34027
GRP,34027,1,34027
GRP,34027,1,34027
GRP,34027,1,34027
GRP,34027,1,34027
LFL,34027,1,34027
GRP,34027,1,34027
GRP,34027,1,34027
GRP,34027,1,34027
FBT,55033,1,55033
GRP,55033,1,55033
GRP,42019,1,42019
GRP,32007,1,32007
GRP,1089,1,01089
GRP,1089,1,01089
GRP,1089,1,01089
GRP,1089,1,01089
GRP,1089,1,01089
GRP,1089,1,01089
GRP,1089,1,01089
GRP,1089,1,01089
FBT,1089,1,01089
GRP,1089,1,01089
GRP,1089,1,01089
LFL,1089,1,01089
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
FBT,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
FBT,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
LFL,6073,1,06073
FBT,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
FBT,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
GRP,6073,1,06073
FBT,6073,1,06073
FBT,6073,1,06073
FBT,31157,1,31157
LFL,47071,1,47071
GRP,21015,1,21015
LFL,21015,1,21015
LFL,26159,1,26159
GRP,26159,1,26159
FBT,23011,1,23011
GRP,23011,1,23011
LFL,23011,1,23011
FBT,19059,1,19059
LFL,6055,1,06055
GRP,6055,1,06055
GRP,6055,1,06055
FBT,6055,1,06055
GRP,27141,1,27141
LFL,27141,1,27141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
LFL,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
GRP,48141,1,48141
FBT,48141,1,48141
LFL,2122,1,02122
GRP,2122,1,02122
GRP,12031,1,12031
GRP,12031,1,12031
GRP,12031,1,12031
GRP,12031,1,12031
GRP,12031,1,12031
FBT,12031,1,12031
LFL,12031,1,12031
GRP,12031,1,12031
GRP,12031,1,12031
LFL,29153,1,29153
GRP,48061,1,48061
LFL,48061,1,48061
GRP,48061,1,48061
GRP,48061,1,48061
FBT,48061,1,48061
GRP,12129,1,12129
FBT,12129,1,12129
GRP,17197,1,17197
FBT,17197,1,17197
FBT,17197,1,17197
GRP,17197,1,17197
GRP,17197,1,17197
LFL,17197,1,17197
GRP,17197,1,17197
LFL,17197,1,17197
GRP,17197,1,17197
GRP,17197,1,17197
GRP,54081,1,54081
LFL,54081,1,54081
GRP,54081,1,54081
GRP,13045,1,13045
GRP,19111,1,19111
GRP,36091,1,36091
GRP,36091,1,36091
GRP,36091,1,36091
FBT,36091,1,36091
GRP,36035,1,36035
GRP,39009,1,39009
GRP,39009,1,39009
GRP,39009,1,39009
GRP,42051,1,42051
GRP,42051,1,42051
GRP,22095,1,22095
LFL,42069,1,42069
FBT,42069,1,42069
GRP,42069,1,42069
GRP,42069,1,42069
GRP,42069,1,42069
GRP,55003,1,55003
FBT,55003,1,55003
LFL,55003,1,55003
GRP,27169,1,27169
GRP,27169,1,27169
GRP,51165,1,51165
FBT,51165,1,51165
GRP,51165,1,51165
GRP,51165,1,51165
GRP,48473,1,48473
LFL,36027,1,36027
FBT,36027,1,36027
GRP,36027,1,36027
GRP,36027,1,36027
GRP,36027,1,36027
GRP,36027,1,36027
GRP,36027,1,36027
FBT,36027,1,36027
GRP,36027,1,36027
GRP,36027,1,36027
GRP,36027,1,36027
FBT,30067,1,30067
LFL,22003,1,22003
GRP,36011,1,36011
GRP,36011,1,36011
GRP,53067,1,53067
GRP,53067,1,53067
GRP,53067,1,53067
FBT,53067,1,53067
GRP,53067,1,53067
LFL,53067,1,53067
GRP,24017,1,24017
LFL,51830,1,51830
GRP,51830,1,51830
GRP,48449,1,48449
GRP,12073,1,12073
GRP,12073,1,12073
LFL,12073,1,12073
GRP,12073,1,12073
FBT,12073,1,12073
GRP,12073,1,12073
GRP,36029,1,36029
GRP,36029,1,36029
GRP,36029,1,36029
GRP,36029,1,36029
FBT,36029,1,36029
GRP,36029,1,36029
GRP,36029,1,36029
GRP,36029,1,36029
GRP,36029,1,36029
LFL,36029,1,36029
GRP,36029,1,36029
GRP,36029,1,36029
GRP,36029,1,36029
GRP,36029,1,36029
GRP,36029,1,36029
FBT,12033,1,12033
GRP,12033,1,12033
GRP,12033,1,12033
GRP,12033,1,12033
FBT,41065,1,41065
LFL,41065,1,41065
GRP,33011,1,33011
FBT,33011,1,33011
FBT,33011,1,33011
FBT,33011,1,33011
GRP,33011,1,33011
LFL,33011,1,33011
GRP,33011,1,33011
GRP,33011,1,33011
GRP,33011,1,33011
GRP,33011,1,33011
FBT,33011,1,33011
LFL,33011,1,33011
GRP,33011,1,33011
LFL,33011,1,33011
GRP,33011,1,33011
GRP,24047,1,24047
GRP,24047,1,24047
GRP,18127,1,18127
GRP,18127,1,18127
GRP,18127,1,18127
GRP,18127,1,18127
GRP,18127,1,18127
GRP,18127,1,18127
FBT,36023,1,36023
LFL,16001,1,16001
FBT,16001,1,16001
GRP,16001,1,16001
GRP,16001,1,16001
FBT,16001,1,16001
GRP,51173,1,51173
FBT,18017,1,18017
GRP,31111,1,31111
GRP,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
FBT,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
LFL,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
GRP,11001,1,11001
FBT,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
LFL,6001,1,06001
FBT,6001,1,06001
FBT,6001,1,06001
LFL,6001,1,06001
FBT,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
LFL,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
FBT,6001,1,06001
LFL,6001,1,06001
FBT,6001,1,06001
GRP,6001,1,06001
LFL,6001,1,06001
LFL,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
LFL,6001,1,06001
GRP,6001,1,06001
FBT,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
LFL,6001,1,06001
GRP,6001,1,06001
GRP,6001,1,06001
FBT,6001,1,06001
GRP,6001,1,06001
FBT,6001,1,06001
LFL,6001,1,06001
GRP,51510,1,51510
GRP,51510,1,51510
FBT,51510,1,51510
GRP,51510,1,51510
GRP,51510,1,51510
LFL,51510,1,51510
GRP,51510,1,51510
GRP,9003,1,09003
GRP,9003,1,09003
LFL,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
LFL,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
FBT,9003,1,09003
GRP,9003,1,09003
LFL,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
LFL,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
LFL,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
GRP,9003,1,09003
LFL,17097,1,17097
LFL,17097,1,17097
GRP,17097,1,17097
FBT,17097,1,17097
GRP,17097,1,17097
GRP,17097,1,17097
GRP,48135,1,48135
LFL,51600,1,51600
GRP,51600,1,51600
GRP,51600,1,51600
GRP,51600,1,51600
GRP,55127,1,55127
LFL,55127,1,55127
GRP,17115,1,17115
FBT,23019,1,23019
LFL,23019,1,23019
GRP,23019,1,23019
LFL,23019,1,23019
GRP,23019,1,23019
GRP,42125,1,42125
GRP,42125,1,42125
GRP,10005,1,10005
GRP,10005,1,10005
GRP,10005,1,10005
GRP,10005,1,10005
GRP,10005,1,10005
GRP,10005,1,10005
GRP,10005,1,10005
GRP,21157,1,21157
LFL,37035,1,37035
GRP,37035,1,37035
GRP,37035,1,37035
GRP,37035,1,37035
FBT,37035,1,37035
GRP,37035,1,37035
GRP,39109,1,39109
GRP,48367,1,48367
LFL,48367,1,48367
FBT,53077,1,53077
LFL,53077,1,53077
GRP,53077,1,53077
FBT,39123,1,39123
GRP,39123,1,39123
FBT,48005,1,48005
GRP,27121,1,27121
FBT,29167,1,29167
GRP,29167,1,29167
GRP,29167,1,29167
GRP,29167,1,29167
GRP,54061,1,54061
LFL,54061,1,54061
GRP,54061,1,54061
GRP,54061,1,54061
FBT,19195,1,19195
GRP,13137,1,13137
GRP,39163,1,39163
GRP,51683,1,51683
LFL,51683,1,51683
GRP,51683,1,51683
GRP,51683,1,51683
GRP,51683,1,51683
LFL,50001,1,50001
GRP,50001,1,50001
GRP,47125,1,47125
LFL,47125,1,47125
GRP,47125,1,47125
GRP,36053,1,36053
FBT,36053,1,36053
GRP,39021,1,39021
GRP,39021,1,39021
GRP,12086,1,12086
GRP,12086,1,12086
LFL,12086,1,12086
FBT,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
FBT,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
FBT,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,12086,1,12086
GRP,39085,1,39085
GRP,39085,1,39085
GRP,39085,1,39085
GRP,6113,1,06113
GRP,6113,1,06113
GRP,6113,1,06113
GRP,6113,1,06113
GRP,6113,1,06113
GRP,6113,1,06113
GRP,6113,1,06113
GRP,6113,1,06113
LFL,37119,1,37119
GRP,37119,1,37119
GRP,37119,1,37119
GRP,37119,1,37119
GRP,37119,1,37119
GRP,37119,1,37119
FBT,37119,1,37119
FBT,37119,1,37119
GRP,37119,1,37119
LFL,17113,1,17113
LFL,17113,1,17113
GRP,17113,1,17113
GRP,17113,1,17113
GRP,17113,1,17113
GRP,17113,1,17113
GRP,41067,1,41067
GRP,41067,1,41067
GRP,41067,1,41067
LFL,41067,1,41067
GRP,41067,1,41067
FBT,41067,1,41067
FBT,41067,1,41067
GRP,41067,1,41067
LFL,41067,1,41067
GRP,41067,1,41067
GRP,41067,1,41067
LFL,18021,1,18021
GRP,24003,1,24003
GRP,24003,1,24003
GRP,24003,1,24003
GRP,24003,1,24003
LFL,24003,1,24003
GRP,24003,1,24003
GRP,24003,1,24003
GRP,24003,1,24003
GRP,24003,1,24003
GRP,24003,1,24003
GRP,19171,1,19171
LFL,19021,1,19021
FBT,33005,1,33005
GRP,33005,1,33005
GRP,33005,1,33005
GRP,55111,1,55111
GRP,29109,1,29109
LFL,37115,1,37115
GRP,51153,1,51153
GRP,51153,1,51153
GRP,51153,1,51153
GRP,51153,1,51153
GRP,34007,1,34007
GRP,34007,1,34007
LFL,34007,1,34007
GRP,34007,1,34007
GRP,34007,1,34007
GRP,18029,1,18029
GRP,21117,1,21117
GRP,23015,1,23015
FBT,23015,1,23015
GRP,19119,1,19119
GRP,1125,1,01125
GRP,1125,1,01125
LFL,1125,1,01125
GRP,1125,1,01125
GRP,1125,1,01125
GRP,47063,1,47063
GRP,53005,1,53005
GRP,53005,1,53005
GRP,53005,1,53005
FBT,53005,1,53005
GRP,53005,1,53005
GRP,53005,1,53005
GRP,13245,1,13245
GRP,13245,1,13245
FBT,33013,1,33013
GRP,33013,1,33013
GRP,33013,1,33013
GRP,48167,1,48167
GRP,48167,1,48167
GRP,48167,1,48167
GRP,48167,1,48167
GRP,48167,1,48167
FBT,48167,1,48167
GRP,41057,1,41057
GRP,41057,1,41057
GRP,36115,1,36115
GRP,36115,1,36115
GRP,36115,1,36115
GRP,27077,1,27077
GRP,8001,1,08001
GRP,8001,1,08001
GRP,8001,1,08001
GRP,8001,1,08001
GRP,6033,1,06033
LFL,6033,1,06033
FBT,6033,1,06033
GRP,6033,1,06033
GRP,42011,1,42011
LFL,42011,1,42011
GRP,42011,1,42011
GRP,42011,1,42011
GRP,42011,1,42011
GRP,42011,1,42011
GRP,42011,1,42011
FBT,47087,1,47087
GRP,47087,1,47087
GRP,47087,1,47087
GRP,26021,1,26021
FBT,26021,1,26021
GRP,26021,1,26021
GRP,26021,1,26021
FBT,17019,1,17019
LFL,17019,1,17019
GRP,17019,1,17019
GRP,17019,1,17019
LFL,51015,1,51015
FBT,37055,1,37055
GRP,37055,1,37055
LFL,37055,1,37055
GRP,13067,1,13067
GRP,13067,1,13067
GRP,13067,1,13067
GRP,13067,1,13067
GRP,13067,1,13067
GRP,13067,1,13067
GRP,37195,1,37195
GRP,24025,1,24025
GRP,24025,1,24025
GRP,20161,1,20161
LFL,20161,1,20161
GRP,26005,1,26005
GRP,40143,1,40143
FBT,40143,1,40143
GRP,40143,1,40143
LFL,40143,1,40143
GRP,40143,1,40143
GRP,40143,1,40143
GRP,48187,1,48187
GRP,48187,1,48187
GRP,48187,1,48187
LFL,50005,1,50005
GRP,50005,1,50005
LFL,55055,1,55055
GRP,55055,1,55055
GRP,42001,1,42001
LFL,53029,1,53029
LFL,53029,1,53029
LFL,53029,1,53029
FBT,53029,1,53029
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
LFL,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
FBT,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,12011,1,12011
GRP,8037,1,08037
FBT,8037,1,08037
GRP,8037,1,08037
GRP,8037,1,08037
GRP,8037,1,08037
GRP,8037,1,08037
GRP,39099,1,39099
LFL,39099,1,39099
FBT,39099,1,39099
GRP,39107,1,39107
GRP,51059,1,51059
GRP,51059,1,51059
GRP,51059,1,51059
GRP,51059,1,51059
GRP,51059,1,51059
GRP,51059,1,51059
GRP,51059,1,51059
GRP,51059,1,51059
GRP,51059,1,51059
GRP,51059,1,51059
GRP,51059,1,51059
GRP,51059,1,51059
GRP,55085,1,55085
LFL,55085,1,55085
FBT,55085,1,55085
GRP,41061,1,41061
GRP,49051,1,49051
LFL,39117,1,39117
GRP,13051,1,13051
LFL,13051,1,13051
GRP,13051,1,13051
FBT,13051,1,13051
GRP,12105,1,12105
GRP,12105,1,12105
GRP,12105,1,12105
GRP,12105,1,12105
LFL,12105,1,12105
GRP,12105,1,12105
FBT,12105,1,12105
GRP,13215,1,13215
LFL,13215,1,13215
FBT,12009,1,12009
LFL,12009,1,12009
GRP,12009,1,12009
GRP,12009,1,12009
GRP,12009,1,12009
FBT,21067,1,21067
GRP,21067,1,21067
LFL,21067,1,21067
GRP,21067,1,21067
GRP,36037,1,36037
LFL,36037,1,36037
FBT,1039,1,01039
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
LFL,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
LFL,6037,1,06037
LFL,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
LFL,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
LFL,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
LFL,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
LFL,6037,1,06037
GRP,6037,1,06037
LFL,6037,1,06037
LFL,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
LFL,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
LFL,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
LFL,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
GRP,6037,1,06037
FBT,6037,1,06037
FBT,12021,1,12021
GRP,12021,1,12021
GRP,12021,1,12021
GRP,12021,1,12021
GRP,12021,1,12021
GRP,12021,1,12021
LFL,12021,1,12021
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
LFL,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
FBT,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
FBT,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,26125,1,26125
GRP,51103,1,51103
LFL,51057,1,51057
GRP,23007,1,23007
FBT,23007,1,23007
FBT,17167,1,17167
GRP,17167,1,17167
LFL,25001,1,25001
FBT,25001,1,25001
LFL,25001,1,25001
FBT,25001,1,25001
LFL,25001,1,25001
LFL,25001,1,25001
LFL,25001,1,25001
FBT,25001,1,25001
FBT,25001,1,25001
FBT,25001,1,25001
GRP,25001,1,25001
LFL,25001,1,25001
FBT,25001,1,25001
GRP,25001,1,25001
FBT,25001,1,25001
LFL,25001,1,25001
FBT,25001,1,25001
FBT,25001,1,25001
FBT,25001,1,25001
GRP,25001,1,25001
FBT,25001,1,25001
FBT,25001,1,25001
FBT,25001,1,25001
FBT,25001,1,25001
LFL,25001,1,25001
LFL,25001,1,25001
FBT,25001,1,25001
FBT,25001,1,25001
FBT,25001,1,25001
GRP,42133,1,42133
GRP,42133,1,42133
FBT,42133,1,42133
LFL,42133,1,42133
GRP,42133,1,42133
GRP,42133,1,42133
GRP,42133,1,42133
GRP,42133,1,42133
GRP,42133,1,42133
GRP,42133,1,42133
GRP,42133,1,42133
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
FBT,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
LFL,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,37183,1,37183
GRP,19045,1,19045
FBT,36113,1,36113
GRP,36113,1,36113
LFL,36113,1,36113
GRP,24005,1,24005
GRP,24005,1,24005
GRP,24005,1,24005
GRP,24005,1,24005
GRP,24005,1,24005
GRP,24005,1,24005
LFL,24005,1,24005
GRP,24005,1,24005
FBT,47065,1,47065
GRP,47065,1,47065
GRP,47065,1,47065
LFL,47065,1,47065
GRP,47065,1,47065
GRP,24021,1,24021
GRP,24021,1,24021
LFL,24021,1,24021
GRP,24021,1,24021
FBT,24021,1,24021
GRP,24021,1,24021
GRP,24021,1,24021
GRP,24021,1,24021
FBT,36025,1,36025
LFL,36025,1,36025
GRP,26025,1,26025
LFL,26025,1,26025
GRP,26025,1,26025
FBT,26025,1,26025
FBT,8015,1,08015
GRP,28107,1,28107
GRP,42091,1,42091
GRP,42091,1,42091
FBT,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
FBT,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
FBT,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
FBT,42091,1,42091
GRP,42091,1,42091
GRP,42091,1,42091
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
GRP,48157,1,48157
FBT,37159,1,37159
LFL,37159,1,37159
GRP,21239,1,21239
GRP,21239,1,21239
FBT,55139,1,55139
GRP,55139,1,55139
LFL,55139,1,55139
GRP,21047,1,21047
FBT,37001,1,37001
FBT,37001,1,37001
LFL,42129,1,42129
LFL,42129,1,42129
GRP,42129,1,42129
GRP,42129,1,42129
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
FBT,48029,1,48029
GRP,48029,1,48029
LFL,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
LFL,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,48029,1,48029
GRP,41059,1,41059
GRP,41059,1,41059
GRP,51630,1,51630
GRP,51630,1,51630
GRP,51630,1,51630
GRP,51630,1,51630
GRP,53063,1,53063
FBT,53063,1,53063
GRP,53063,1,53063
GRP,53063,1,53063
GRP,53063,1,53063
GRP,53063,1,53063
GRP,53063,1,53063
GRP,53063,1,53063
GRP,53063,1,53063
GRP,53063,1,53063
LFL,53063,1,53063
GRP,53063,1,53063
GRP,53063,1,53063
GRP,53063,1,53063
GRP,53063,1,53063
GRP,28045,1,28045
GRP,28045,1,28045
GRP,39007,1,39007
GRP,39007,1,39007
GRP,29183,1,29183
GRP,29183,1,29183
GRP,29183,1,29183
GRP,29183,1,29183
GRP,29183,1,29183
GRP,20035,1,20035
LFL,6087,1,06087
FBT,6087,1,06087
GRP,6087,1,06087
GRP,6087,1,06087
GRP,6087,1,06087
LFL,6087,1,06087
GRP,6087,1,06087
GRP,6087,1,06087
FBT,6087,1,06087
FBT,6023,1,06023
LFL,6023,1,06023
GRP,6023,1,06023
GRP,6023,1,06023
LFL,6023,1,06023
GRP,6023,1,06023
LFL,53075,1,53075
GRP,53075,1,53075
FBT,53075,1,53075
GRP,53075,1,53075
GRP,18005,1,18005
GRP,18005,1,18005
GRP,18005,1,18005
GRP,39043,1,39043
GRP,39043,1,39043
GRP,39043,1,39043
GRP,39043,1,39043
GRP,21167,1,21167
GRP,27027,1,27027
LFL,37123,1,37123
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
GRP,27053,1,27053
FBT,27053,1,27053
GRP,27053,1,27053
GRP,18091,1,18091
GRP,37179,1,37179
GRP,37179,1,37179
GRP,51810,1,51810
GRP,51810,1,51810
GRP,51810,1,51810
GRP,51810,1,51810
GRP,51810,1,51810
LFL,51810,1,51810
GRP,51810,1,51810
GRP,51810,1,51810
FBT,51810,1,51810
GRP,51810,1,51810
GRP,55009,1,55009
FBT,55009,1,55009
GRP,55009,1,55009
GRP,48251,1,48251
LFL,48251,1,48251
GRP,48251,1,48251
FBT,48251,1,48251
FBT,8077,1,08077
GRP,8077,1,08077
LFL,8077,1,08077
GRP,8077,1,08077
FBT,30013,1,30013
LFL,30013,1,30013
GRP,30013,1,30013
GRP,20015,1,20015
FBT,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
GRP,49035,1,49035
