Protest,g_lat,g_lon
GRP,34.095287,-118.1270146
GRP,33.8365932,-117.9143012
GRP,33.8365932,-117.9143012
GRP,40.8665166,-124.0828396
GRP,40.8665166,-124.0828396
GRP,34.0937478,-118.0211814
GRP,37.4613272,-122.197743
GRP,37.3477174,-120.609084
GRP,35.3732921,-119.0187125
GRP,35.3732921,-119.0187125
GRP,34.8957957,-117.0172826
GRP,33.9294606,-116.977248
GRP,38.049365,-122.1585777
GRP,37.8715926,-122.272747
GRP,37.8715926,-122.272747
GRP,34.1808392,-118.3089661
GRP,37.5778696,-122.34809
GRP,34.1367208,-118.6614809
GRP,34.2163937,-119.0376023
GRP,36.5552386,-121.9232879
GRP,34.4890363,-118.6256552
GRP,37.5949316,-120.9577098
GRP,34.2506356,-118.61481
GRP,39.7284944,-121.8374777
GRP,32.6400541,-117.0841955
GRP,32.6400541,-117.0841955
GRP,32.6400541,-117.0841955
GRP,32.6400541,-117.0841955
GRP,32.6400541,-117.0841955
GRP,32.6400541,-117.0841955
GRP,32.6400541,-117.0841955
GRP,34.0197335,-117.9586754
GRP,34.0966764,-117.7197785
GRP,38.8054624,-123.0172227
GRP,36.8252277,-119.7029194
GRP,33.8958492,-118.2200712
GRP,37.9779776,-122.0310733
GRP,37.9779776,-122.0310733
GRP,33.8752935,-117.5664384
GRP,32.6858853,-117.1830891
GRP,34.0900091,-117.8903397
GRP,34.0900091,-117.8903397
GRP,41.7557501,-124.2025913
GRP,34.0211224,-118.3964665
GRP,37.3229978,-122.0321823
GRP,33.8169366,-118.0368507
GRP,33.8169366,-118.0368507
GRP,37.8215929,-121.9999606
GRP,37.8215929,-121.9999606
GRP,38.5449065,-121.7405167
GRP,38.5449065,-121.7405167
GRP,38.5449065,-121.7405167
GRP,37.4321589,-120.7785354
GRP,34.0286226,-117.8103367
GRP,34.1394513,-117.9772873
GRP,34.1394513,-117.9772873
GRP,34.1394513,-117.9772873
GRP,37.7021521,-121.9357918
GRP,33.952463,-117.5848025
GRP,32.7947731,-116.9625269
GRP,32.7947731,-116.9625269
GRP,37.9161326,-122.310765
GRP,38.7426376,-120.4357631
GRP,38.6857367,-121.082167
GRP,38.4087993,-121.3716178
GRP,38.4087993,-121.3716178
GRP,38.4087993,-121.3716178
GRP,37.9871454,-122.5888686
GRP,37.0513374,-122.0732973
GRP,34.2068182,-118.2000277
GRP,38.6779591,-121.1760583
GRP,34.0922335,-117.435048
GRP,36.6305058,-119.6784697
GRP,36.7377981,-119.7871247
GRP,36.7377981,-119.7871247
GRP,36.7377981,-119.7871247
GRP,38.2546373,-121.2999485
GRP,33.7742692,-117.9379952
GRP,33.7742692,-117.9379952
GRP,34.0339031,-117.3136544
GRP,38.7632345,-121.1638361
GRP,39.2190608,-121.0610606
GRP,37.2577171,-120.9988154
GRP,33.9164032,-118.3525748
GRP,37.6688205,-122.0807964
GRP,34.4263886,-117.3008784
GRP,34.1283442,-117.2086513
GRP,33.6594835,-117.9988026
GRP,33.9816812,-118.2250725
GRP,33.7205771,-116.2155619
GRP,33.6845673,-117.8265049
GRP,33.6845673,-117.8265049
GRP,34.211671,-118.200126
GRP,34.228754,-118.2351192
GRP,32.8328112,-117.2712717
GRP,32.7678287,-117.0230839
GRP,34.0200114,-117.9495083
GRP,34.1008426,-117.7678355
GRP,33.6633573,-116.3100095
GRP,32.8572718,-116.9222488
GRP,33.887237,-118.3525744
GRP,38.1341477,-121.2722194
GRP,33.7700504,-118.1937395
GRP,33.7700504,-118.1937395
GRP,33.7700504,-118.1937395
GRP,38.8212889,-121.1930041
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,34.0522342,-118.2436849
GRP,37.2358078,-121.9623751
GRP,38.9104546,-122.6102614
GRP,33.8847361,-118.4109089
GRP,37.4529598,-122.1817252
GRP,37.3021632,-120.4829677
GRP,37.3021632,-120.4829677
GRP,37.3021632,-120.4829677
GRP,37.9060368,-122.5449763
GRP,37.9060368,-122.5449763
GRP,37.9060368,-122.5449763
GRP,37.6390972,-120.9968782
GRP,37.6390972,-120.9968782
GRP,37.6390972,-120.9968782
GRP,37.6390972,-120.9968782
GRP,37.6390972,-120.9968782
GRP,37.6390972,-120.9968782
GRP,37.6390972,-120.9968782
GRP,34.0165053,-118.1137535
GRP,34.285558,-118.8820414
GRP,34.285558,-118.8820414
GRP,33.9424658,-117.2296717
GRP,33.9424658,-117.2296717
GRP,37.1305012,-121.6543901
GRP,37.1305012,-121.6543901
GRP,33.5539143,-117.2139232
GRP,33.5539143,-117.2139232
GRP,34.1805403,-118.9070887
GRP,34.1805403,-118.9070887
GRP,34.373361,-118.5400404
GRP,37.3138267,-121.0207614
GRP,33.6188829,-117.9298493
GRP,34.235822,-118.4849365
GRP,34.187044,-118.3812562
GRP,34.187044,-118.3812562
GRP,38.1074198,-122.5697032
GRP,38.1074198,-122.5697032
GRP,33.801408,-117.145866
GRP,34.1791715,-118.7628685
GRP,37.7665947,-120.8471545
GRP,37.8043637,-122.2711137
GRP,33.1958696,-117.3794834
GRP,39.5137752,-121.556359
GRP,34.1975048,-119.1770516
GRP,34.1975048,-119.1770516
GRP,34.1975048,-119.1770516
GRP,34.0356331,-118.5155901
GRP,33.7222445,-116.3744556
GRP,34.5794343,-118.1164613
GRP,34.5794343,-118.1164613
GRP,34.5794343,-118.1164613
GRP,37.4418834,-122.1430195
GRP,37.4418834,-122.1430195
GRP,37.4418834,-122.1430195
GRP,33.7444613,-118.3870173
GRP,34.1477849,-118.1445155
GRP,34.1477849,-118.1445155
GRP,37.4716001,-121.129656
GRP,38.232417,-122.6366524
GRP,38.232417,-122.6366524
GRP,38.232417,-122.6366524
GRP,37.6624312,-121.8746789
GRP,37.6624312,-121.8746789
GRP,34.055103,-117.7499909
GRP,32.9628232,-117.0358646
GRP,33.0376384,-116.8765386
GRP,34.1063989,-117.5931084
GRP,34.1063989,-117.5931084
GRP,33.739744,-116.41279
GRP,34.0555693,-117.1825381
GRP,34.0555693,-117.1825381
GRP,34.0555693,-117.1825381
GRP,33.8491816,-118.3884078
GRP,37.4852152,-122.2363548
GRP,34.2011141,-118.5360517
GRP,34.1064001,-117.3703235
GRP,38.6910138,-121.4485654
GRP,33.9806005,-117.3754942
GRP,33.9806005,-117.3754942
GRP,33.9806005,-117.3754942
GRP,38.7907339,-121.2357828
GRP,38.3396367,-122.7010984
GRP,38.7521235,-121.2880059
GRP,38.5815719,-121.4943996
GRP,38.5815719,-121.4943996
GRP,38.5815719,-121.4943996
GRP,38.5815719,-121.4943996
GRP,38.5815719,-121.4943996
GRP,36.6777372,-121.6555013
GRP,37.9746458,-122.5616448
GRP,34.1083449,-117.2897652
GRP,34.1083449,-117.2897652
GRP,34.1083449,-117.2897652
GRP,34.1083449,-117.2897652
GRP,34.1083449,-117.2897652
GRP,34.1083449,-117.2897652
GRP,34.1083449,-117.2897652
GRP,34.1083449,-117.2897652
GRP,32.715738,-117.1610838
GRP,32.715738,-117.1610838
GRP,32.715738,-117.1610838
GRP,32.715738,-117.1610838
GRP,32.715738,-117.1610838
GRP,32.715738,-117.1610838
GRP,32.715738,-117.1610838
GRP,32.715738,-117.1610838
GRP,32.715738,-117.1610838
GRP,32.715738,-117.1610838
GRP,34.2819461,-118.4389719
GRP,37.7749295,-122.4194155
GRP,37.7749295,-122.4194155
GRP,37.7749295,-122.4194155
GRP,37.7749295,-122.4194155
GRP,37.3382082,-121.8863286
GRP,37.3382082,-121.8863286
GRP,37.3382082,-121.8863286
GRP,37.3382082,-121.8863286
GRP,37.3382082,-121.8863286
GRP,37.3382082,-121.8863286
GRP,37.3382082,-121.8863286
GRP,37.3382082,-121.8863286
GRP,37.3382082,-121.8863286
GRP,37.6810422,-122.1244088
GRP,35.2827524,-120.6596156
GRP,33.1433723,-117.1661449
GRP,33.1433723,-117.1661449
GRP,37.5629917,-122.3255254
GRP,37.7799273,-121.9780153
GRP,37.7799273,-121.9780153
GRP,33.7454725,-117.867653
GRP,33.7454725,-117.867653
GRP,33.7454725,-117.867653
GRP,34.4208305,-119.6981901
GRP,34.3916641,-118.542586
GRP,34.3916641,-118.542586
GRP,34.3916641,-118.542586
GRP,34.0194543,-118.4911912
GRP,34.0194543,-118.4911912
GRP,34.3541659,-119.0592705
GRP,38.440429,-122.7140548
GRP,38.440429,-122.7140548
GRP,38.6691362,-120.9359987
GRP,34.2694474,-118.781482
GRP,33.8044614,-118.1678456
GRP,38.291859,-122.4580356
GRP,34.0519548,-118.0467339
GRP,33.954737,-118.2120161
GRP,34.1161196,-118.1503488
GRP,37.9577016,-121.2907796
GRP,37.9577016,-121.2907796
GRP,37.9577016,-121.2907796
GRP,33.7091878,-117.1972566
GRP,33.4936391,-117.1483648
GRP,33.4936391,-117.1483648
GRP,34.1705609,-118.8375937
GRP,34.1705609,-118.8375937
GRP,33.8358492,-118.3406288
GRP,33.8358492,-118.3406288
GRP,33.8358492,-118.3406288
GRP,34.2596475,-118.3082747
GRP,37.4946568,-120.8465941
GRP,39.1501709,-123.2077831
GRP,39.1501709,-123.2077831
GRP,39.1646129,-122.9105515
GRP,38.1040864,-122.2566367
GRP,34.2804923,-119.2945199
GRP,34.2804923,-119.2945199
GRP,34.5362184,-117.2927641
GRP,36.3302284,-119.2920585
GRP,33.2000368,-117.2425355
GRP,37.9100783,-122.0651819
GRP,37.6413202,-120.7604834
GRP,36.910231,-121.7568946
GRP,36.910231,-121.7568946
GRP,33.7591757,-117.9897058
GRP,33.7591757,-117.9897058
GRP,33.9414035,-118.3022963
GRP,33.6055634,-117.2749329
GRP,38.5249065,-121.9708017
GRP,38.6785157,-121.7732971
GRP,38.6785157,-121.7732971
GRP,34.165357,-118.6089752
GRP,34.165357,-118.6089752
GRP,33.8885035,-117.8132571
GRP,39.8027644,-105.0874842
GRP,39.1910983,-106.8175387
GRP,39.7294319,-104.8319195
GRP,39.7294319,-104.8319195
GRP,39.7294319,-104.8319195
GRP,39.7294319,-104.8319195
GRP,39.7294319,-104.8319195
GRP,40.3083174,-105.0810924
GRP,40.0149856,-105.2705456
GRP,39.9205411,-105.0866504
GRP,38.8338816,-104.8213634
GRP,38.8338816,-104.8213634
GRP,38.8338816,-104.8213634
GRP,39.8083196,-104.9338675
GRP,39.7392358,-104.990251
GRP,39.7392358,-104.990251
GRP,39.7392358,-104.990251
GRP,37.27528,-107.8800667
GRP,39.644986,-106.5942
GRP,40.0991506,-104.9371993
GRP,39.0638705,-108.5506486
GRP,39.6172101,-104.9508141
GRP,39.6172101,-104.9508141
GRP,39.6469295,-106.9517109
GRP,39.6469295,-106.9517109
GRP,39.9202178,-104.8660597
GRP,38.0299967,-107.3153335
GRP,39.7047095,-105.0813734
GRP,39.613321,-105.0166498
GRP,40.3977612,-105.0749801
GRP,39.0916586,-104.872758
GRP,40.103874,-105.1708193
GRP,38.2544472,-104.6091409
GRP,39.8366528,-105.0372046
GRP,40.4774818,-104.9013617
GRP,40.4774818,-104.9013617
GRP,41.8096201,-72.8305154
GRP,41.5083668,-72.9106202
GRP,41.0771914,-73.4686858
GRP,41.1408363,-73.2612615
GRP,41.7360305,-72.795027
GRP,41.9540614,-72.7887705
GRP,41.0262417,-73.6281964
GRP,41.7658043,-72.6733723
GRP,41.9644861,-73.4408034
GRP,41.2959908,-72.5754149
GRP,41.2959908,-72.5754149
GRP,41.7759301,-72.5215009
GRP,41.7759301,-72.5215009
GRP,41.2306979,-73.064036
GRP,41.3325962,-73.2073358
GRP,41.146763,-73.4948445
GRP,41.308274,-72.9278835
GRP,41.308274,-72.9278835
GRP,41.6972996,-72.7228293
GRP,41.117744,-73.4081575
GRP,41.2840635,-73.4975412
GRP,41.8489872,-72.5717551
GRP,41.8084314,-72.2495231
GRP,41.1845415,-73.1331651
GRP,41.8186802,-72.479037
GRP,41.8186802,-72.479037
GRP,41.1414717,-73.3579049
GRP,41.7063537,-72.6596244
GRP,41.630267,-73.3107223
GRP,38.9071923,-77.0368707
GRP,38.9071923,-77.0368707
GRP,38.9071923,-77.0368707
GRP,39.449556,-75.7163207
GRP,39.449556,-75.7163207
GRP,39.6837226,-75.7496572
GRP,39.744655,-75.5483909
GRP,39.744655,-75.5483909
GRP,29.7938144,-82.4944226
GRP,28.6611089,-81.3656242
GRP,26.3683064,-80.1289321
GRP,26.3683064,-80.1289321
GRP,27.937801,-82.2859247
GRP,30.6053644,-87.3446492
GRP,26.5628537,-81.9495331
GRP,26.5628537,-81.9495331
GRP,26.2517482,-80.1789351
GRP,26.0573112,-80.271716
GRP,25.7491968,-80.2635411
GRP,26.271192,-80.2706044
GRP,30.1944839,-84.3711207
GRP,29.6343977,-83.1251306
GRP,26.0764783,-80.2521157
GRP,29.2108147,-81.0228331
GRP,29.028318,-81.3031179
GRP,26.4614625,-80.0728201
GRP,25.8195424,-80.3553302
GRP,26.9620053,-82.3525952
GRP,30.0847449,-81.7183733
GRP,26.1224386,-80.1373174
GRP,26.1224386,-80.1373174
GRP,26.1224386,-80.1373174
GRP,26.640628,-81.8723084
GRP,26.640628,-81.8723084
GRP,26.640628,-81.8723084
GRP,29.6516344,-82.3248262
GRP,29.6516344,-82.3248262
GRP,29.6516344,-82.3248262
GRP,29.9919085,-81.6781467
GRP,30.3571438,-87.1638574
GRP,28.1141841,-81.6178536
GRP,30.3321838,-81.655651
GRP,30.3321838,-81.655651
GRP,30.3321838,-81.655651
GRP,30.3321838,-81.655651
GRP,30.3321838,-81.655651
GRP,30.3321838,-81.655651
GRP,26.9342246,-80.0942087
GRP,25.693713,-80.1628248
GRP,28.2919557,-81.407571
GRP,28.2919557,-81.407571
GRP,28.2919557,-81.407571
GRP,28.2919557,-81.407571
GRP,30.1896756,-82.6392899
GRP,33.643339,-117.2988818
GRP,28.0394654,-81.9498042
GRP,28.229117,-82.466756
GRP,28.229117,-82.466756
GRP,28.8516486,-82.4875981
GRP,28.810823,-81.8778582
GRP,27.8187623,-82.1496049
GRP,28.7030519,-81.3384011
GRP,26.771624,-80.238888
GRP,28.0836269,-80.6081089
GRP,25.7616798,-80.1917902
GRP,25.7616798,-80.1917902
GRP,25.7616798,-80.1917902
GRP,25.7616798,-80.1917902
GRP,25.7616798,-80.1917902
GRP,25.7616798,-80.1917902
GRP,25.9087056,-80.3086619
GRP,28.5744441,-81.7461873
GRP,25.9860762,-80.3035602
GRP,25.9860762,-80.3035602
GRP,26.1420358,-81.7948103
GRP,26.1420358,-81.7948103
GRP,26.1420358,-81.7948103
GRP,28.2441768,-82.7192671
GRP,28.2441768,-82.7192671
GRP,29.0258191,-80.9269984
GRP,26.6672935,-81.8800861
GRP,25.9331488,-80.1625463
GRP,27.044224,-82.2359254
GRP,29.2787765,-82.12784
GRP,29.2787765,-82.12784
GRP,30.1660736,-81.706484
GRP,30.1660736,-81.706484
GRP,28.5383355,-81.3792365
GRP,28.5383355,-81.3792365
GRP,28.5383355,-81.3792365
GRP,28.5383355,-81.3792365
GRP,28.5383355,-81.3792365
GRP,28.669997,-81.2081203
GRP,28.669997,-81.2081203
GRP,29.4086072,-81.2518833
GRP,29.5844524,-81.2078699
GRP,29.5844524,-81.2078699
GRP,30.1588129,-85.6602058
GRP,26.3107774,-80.2532249
GRP,26.3107774,-80.2532249
GRP,26.3107774,-80.2532249
GRP,26.007765,-80.2962555
GRP,26.007765,-80.2962555
GRP,30.421309,-87.2169149
GRP,29.2394229,-81.4656252
GRP,26.1275862,-80.2331036
GRP,28.1573736,-81.4709358
GRP,30.2400058,-81.3852595
GRP,29.1383165,-80.9956105
GRP,29.1383165,-80.9956105
GRP,26.9297836,-82.0453664
GRP,28.3164498,-80.7269854
GRP,28.2489016,-81.2811801
GRP,27.3364347,-82.5306527
GRP,27.8397466,-82.7912134
GRP,26.0587001,-80.3372733
GRP,28.4831682,-82.5369872
GRP,30.0820653,-81.5471201
GRP,27.7676008,-82.6402915
GRP,27.7676008,-82.6402915
GRP,26.1669711,-80.256595
GRP,30.3142188,-84.3542049
GRP,30.3142188,-84.3542049
GRP,30.3142188,-84.3542049
GRP,27.950575,-82.4571776
GRP,27.950575,-82.4571776
GRP,27.950575,-82.4571776
GRP,27.950575,-82.4571776
GRP,27.950575,-82.4571776
GRP,27.950575,-82.4571776
GRP,28.8041579,-81.725632
GRP,27.0997775,-82.4542632
GRP,28.182893,-82.3641751
GRP,26.7153424,-80.0533746
GRP,30.6319034,-81.6064866
GRP,34.0753762,-84.2940899
GRP,34.0753762,-84.2940899
GRP,33.9519347,-83.357567
GRP,33.9519347,-83.357567
GRP,33.9519347,-83.357567
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.7489954,-84.3879824
GRP,33.4734978,-82.0105148
GRP,32.1324248,-81.2990018
GRP,34.2367621,-84.4907621
GRP,33.5801103,-85.0766113
GRP,34.1650972,-84.7999382
GRP,34.1650972,-84.7999382
GRP,33.8920468,-84.2988126
GRP,33.6534427,-84.4493725
GRP,33.6676103,-84.0176904
GRP,34.2073196,-84.1401926
GRP,34.2073196,-84.1401926
GRP,34.2073196,-84.1401926
GRP,34.2073196,-84.1401926
GRP,33.9244531,-84.8413056
GRP,33.9244531,-84.8413056
GRP,33.9462125,-84.3346473
GRP,33.5337464,-82.1306747
GRP,33.4487257,-84.4549262
GRP,33.4487257,-84.4549262
GRP,33.4487257,-84.4549262
GRP,34.2978794,-83.8240663
GRP,33.8942729,-83.95574
GRP,33.4145834,-82.3126237
GRP,33.8756601,-84.7621592
GRP,34.096496,-83.7612839
GRP,34.096496,-83.7612839
GRP,34.0289259,-84.198579
GRP,34.0289259,-84.198579
GRP,34.0289259,-84.198579
GRP,34.0234337,-84.6154897
GRP,33.9562149,-83.9879625
GRP,33.9562149,-83.9879625
GRP,33.9562149,-83.9879625
GRP,33.9562149,-83.9879625
GRP,33.8901036,-84.1429719
GRP,33.952602,-84.5499327
GRP,33.952602,-84.5499327
GRP,34.1321631,-84.300666
GRP,34.1321631,-84.300666
GRP,33.7948364,-83.713229
GRP,33.7948364,-83.713229
GRP,33.3806716,-84.7996573
GRP,33.9412127,-84.2135309
GRP,33.8595491,-84.683824
GRP,31.9382652,-81.3034433
GRP,34.0232431,-84.3615555
GRP,33.8839926,-84.5143761
GRP,33.8839926,-84.5143761
GRP,34.0514898,-84.0712997
GRP,34.0514898,-84.0712997
GRP,33.4706927,-82.5045733
GRP,33.8545479,-84.2171424
GRP,33.4712253,-84.5971524
GRP,31.2135511,-82.3540178
GRP,34.1014873,-84.5193754
GRP,21.313149,-158.0089992
GRP,21.3069444,-157.8583333
GRP,21.3069444,-157.8583333
GRP,20.0230556,-155.6716667
GRP,21.3996475,-157.7973653
GRP,20.8783333,-156.6825
GRP,21.4513314,-158.0152807
GRP,20.0230556,-155.6716667
GRP,41.8199875,-93.611607
GRP,42.0307812,-93.6319131
GRP,42.0307812,-93.6319131
GRP,42.0307812,-93.6319131
GRP,41.7317884,-93.6001278
GRP,41.7317884,-93.6001278
GRP,41.5262641,-90.5072573
GRP,42.0597047,-93.8802273
GRP,42.5348993,-92.4453161
GRP,42.5348993,-92.4453161
GRP,42.5348993,-92.4453161
GRP,42.5348993,-92.4453161
GRP,41.9778795,-91.6656232
GRP,41.9778795,-91.6656232
GRP,40.7419352,-95.038313
GRP,40.7419352,-95.038313
GRP,41.5236437,-90.5776367
GRP,41.5868353,-93.6249593
GRP,41.5868353,-93.6249593
GRP,41.5868353,-93.6249593
GRP,41.5868353,-93.6249593
GRP,41.5868353,-93.6249593
GRP,41.5868353,-93.6249593
GRP,41.5868353,-93.6249593
GRP,42.171659,-92.3062978
GRP,42.4613706,-95.1519373
GRP,41.6580864,-90.5845822
GRP,41.0076114,-91.9636914
GRP,42.4974694,-94.1680158
GRP,40.6297634,-91.314535
GRP,43.3438624,-96.0022431
GRP,42.1069288,-93.6496628
GRP,41.3580484,-93.5574376
GRP,41.6709834,-93.7130493
GRP,41.6709834,-93.7130493
GRP,42.033279,-91.5968958
GRP,41.5208256,-93.1038129
GRP,41.9219522,-91.4168371
GRP,41.424473,-91.0432051
GRP,42.0227184,-93.4523014
GRP,41.7033177,-93.0573533
GRP,41.475546,-93.6788304
GRP,41.329588,-92.6983868
GRP,42.4963416,-96.4049408
GRP,42.4963416,-96.4049408
GRP,41.6266555,-93.7121656
GRP,42.1646477,-92.0185651
GRP,42.492786,-92.3425775
GRP,41.6119903,-93.8855768
GRP,41.6119903,-93.8855768
GRP,41.6119903,-93.8855768
GRP,42.4694321,-93.8159149
GRP,41.5638902,-93.7593841
GRP,47.5382565,-116.1193328
GRP,47.6734632,-116.7812225
GRP,47.6734632,-116.7812225
GRP,43.4926607,-112.0407584
GRP,46.7323875,-117.000165
GRP,46.7323875,-117.000165
GRP,48.276577,-116.553465
GRP,38.8906038,-90.1842764
GRP,42.0883603,-87.9806265
GRP,42.0883603,-87.9806265
GRP,41.7605849,-88.3200715
GRP,42.2639098,-88.8442674
GRP,40.4842027,-88.9936873
GRP,41.6986416,-88.0683955
GRP,42.1662831,-87.9631308
GRP,41.7467619,-87.760738
GRP,42.1269692,-89.2556618
GRP,37.7600501,-89.0772991
GRP,39.2992037,-87.9925339
GRP,39.4961458,-88.1761521
GRP,41.8781136,-87.6297982
GRP,41.8781136,-87.6297982
GRP,41.8781136,-87.6297982
GRP,41.8781136,-87.6297982
GRP,41.8781136,-87.6297982
GRP,41.8781136,-87.6297982
GRP,41.8781136,-87.6297982
GRP,41.8781136,-87.6297982
GRP,41.8781136,-87.6297982
GRP,41.8781136,-87.6297982
GRP,41.8781136,-87.6297982
GRP,41.2878096,-88.2856185
GRP,42.2411344,-88.3161965
GRP,42.2411344,-88.3161965
GRP,41.8089191,-88.0111746
GRP,42.0354084,-88.2825668
GRP,42.0354084,-88.2825668
GRP,42.0354084,-88.2825668
GRP,41.5428123,-87.6847684
GRP,41.8875281,-88.3053525
GRP,41.8775293,-88.0670118
GRP,41.8775293,-88.0670118
GRP,41.8778084,-87.9028398
GRP,42.0629915,-88.1227199
GRP,41.525031,-88.0817251
GRP,42.2586342,-87.840625
GRP,41.801141,-88.0747875
GRP,41.5894752,-88.057837
GRP,39.3914252,-87.6936384
GRP,42.333355,-88.2667534
GRP,41.357254,-88.4211785
GRP,41.7508391,-88.1535352
GRP,41.7508391,-88.1535352
GRP,41.5119761,-87.9656098
GRP,40.5142026,-88.9906312
GRP,40.5142026,-88.9906312
GRP,42.1275267,-87.8289548
GRP,41.8850317,-87.7845025
GRP,41.8850317,-87.7845025
GRP,41.8850317,-87.7845025
GRP,41.6303103,-87.8539425
GRP,41.6303103,-87.8539425
GRP,41.6828074,-88.3514596
GRP,41.6828074,-88.3514596
GRP,41.6828074,-88.3514596
GRP,41.6680885,-87.7964416
GRP,42.0111412,-87.8406192
GRP,40.6936488,-89.5889864
GRP,42.0686367,-88.4134159
GRP,41.632223,-88.2120315
GRP,41.9239178,-89.0687073
GRP,42.3109094,-89.0179332
GRP,42.3109094,-89.0179332
GRP,42.3109094,-89.0179332
GRP,42.4525157,-89.0723317
GRP,41.9847504,-88.0797933
GRP,42.0324025,-87.7416246
GRP,41.9941938,-88.2922996
GRP,41.1208668,-88.835352
GRP,41.8097532,-87.9006155
GRP,41.8661403,-88.1070127
GRP,41.8661403,-88.1070127
GRP,42.3147436,-88.4487021
GRP,42.3147436,-88.4487021
GRP,40.2628184,-85.675809
GRP,40.1053196,-85.6802541
GRP,40.1758704,-86.0216521
GRP,38.8611619,-86.4872149
GRP,39.165325,-86.5263857
GRP,39.165325,-86.5263857
GRP,39.165325,-86.5263857
GRP,39.165325,-86.5263857
GRP,39.165325,-86.5263857
GRP,39.165325,-86.5263857
GRP,39.165325,-86.5263857
GRP,39.978371,-86.1180435
GRP,41.6105937,-87.0641992
GRP,39.2014404,-85.9213796
GRP,39.2014404,-85.9213796
GRP,41.4169806,-87.3653135
GRP,39.7606013,-86.5263879
GRP,39.7392358,-104.990251
GRP,41.6819935,-85.9766671
GRP,41.6819935,-85.9766671
GRP,37.9715592,-87.5710898
GRP,37.9715592,-87.5710898
GRP,39.9567548,-86.01335
GRP,41.6020403,-87.3371523
GRP,40.4872625,-85.6130311
GRP,39.6136578,-86.1066526
GRP,39.6136578,-86.1066526
GRP,41.5833688,-87.5000412
GRP,41.5322592,-87.2550353
GRP,39.768403,-86.158068
GRP,39.768403,-86.158068
GRP,39.768403,-86.158068
GRP,39.768403,-86.158068
GRP,39.768403,-86.158068
GRP,39.768403,-86.158068
GRP,39.768403,-86.158068
GRP,39.768403,-86.158068
GRP,39.768403,-86.158068
GRP,39.768403,-86.158068
GRP,39.768403,-86.158068
GRP,38.3914418,-86.9311094
GRP,41.3167058,-87.0258594
GRP,41.611143,-86.7227195
GRP,39.090891,-84.8499504
GRP,42.6334247,-71.3161718
GRP,40.1933767,-85.3863599
GRP,40.1933767,-85.3863599
GRP,40.1933767,-85.3863599
GRP,41.4428253,-86.0013875
GRP,36.1626638,-86.7816016
GRP,37.9444882,-87.4052865
GRP,40.0455917,-86.0085955
GRP,41.5758707,-87.1761455
GRP,39.8289369,-84.8902382
GRP,41.0647645,-86.2158331
GRP,41.4500356,-87.4700381
GRP,41.4730948,-87.0611412
GRP,41.4730948,-87.0611412
GRP,41.2381,-85.8530469
GRP,40.4258686,-86.9080655
GRP,40.0428151,-86.1274888
GRP,41.0514299,-86.6030648
GRP,40.1736547,-85.4941396
GRP,39.9508733,-86.261937
GRP,38.1344546,-97.7700478
GRP,37.6792135,-95.4572034
GRP,37.81724,-96.8622524
GRP,38.403903,-96.1816626
GRP,37.9716898,-100.8726618
GRP,37.6597363,-97.5753256
GRP,38.1383437,-97.4314267
GRP,38.0608445,-97.9297743
GRP,38.9716689,-95.2352501
GRP,38.9716689,-95.2352501
GRP,38.9716689,-95.2352501
GRP,38.9716689,-95.2352501
GRP,38.9716689,-95.2352501
GRP,38.966673,-94.6169012
GRP,38.966673,-94.6169012
GRP,37.474464,-97.2439325
GRP,38.0466779,-97.3450365
GRP,38.8813958,-94.8191285
GRP,38.8813958,-94.8191285
GRP,38.8813958,-94.8191285
GRP,38.8813958,-94.8191285
GRP,38.9822282,-94.6707917
GRP,38.9822282,-94.6707917
GRP,38.9822282,-94.6707917
GRP,38.9822282,-94.6707917
GRP,38.9822282,-94.6707917
GRP,38.9822282,-94.6707917
GRP,38.9822282,-94.6707917
GRP,38.9822282,-94.6707917
GRP,38.9916726,-94.6335684
GRP,39.1361097,-95.9516563
GRP,39.0228485,-94.7151865
GRP,38.7672883,-94.6592143
GRP,39.2019412,-96.3049975
GRP,37.6871761,-97.330053
GRP,37.6871761,-97.330053
GRP,37.6871761,-97.330053
GRP,37.6871761,-97.330053
GRP,37.6871761,-97.330053
GRP,37.6871761,-97.330053
GRP,37.6871761,-97.330053
GRP,38.4784144,-82.6379387
GRP,37.8092279,-85.4669025
GRP,36.9685219,-86.4808043
GRP,38.3836782,-85.4399588
GRP,37.6658962,-85.9566304
GRP,37.6456329,-84.7721702
GRP,39.0186719,-84.581888
GRP,37.7030646,-85.8649408
GRP,37.7030646,-85.8649408
